,idx,code,reaction,ea
6,623,346,[C:1]([C@:2]12[C:3]([H:11])([H:12])[C@@:4]1([H:13])[C@@:5]1([H:14])[N:6]([H:15])[C@@:7]21[H:16])([H:8])([H:9])[H:10]>>[C:1]([C:2]1=[C:7]([H:16])[C@@:5]2([H:14])[C@@:4]([H:13])([C:3]1([H:11])[H:12])[N:6]2[H:15])([H:8])([H:9])[H:10],34.3238382341603
7,624,346,[C:1]([C@:2]12[C:3]([H:11])([H:12])[C@@:4]1([H:13])[C@@:5]1([H:14])[N:6]([H:15])[C@@:7]21[H:16])([H:8])([H:9])[H:10]>>[C:1]([C@:2]12[C:3]([H:11])([H:12])[C@@:4]1([H:13])[C:5][N:6]([H:15])[C:7]2([H:14])[H:16])([H:8])([H:9])[H:10],54.727144589904796
8,625,346,[C:1]([C@:2]12[C:3]([H:11])([H:12])[C@@:4]1([H:13])[C@@:5]1([H:14])[N:6]([H:15])[C@@:7]21[H:16])([H:8])([H:9])[H:10]>>[C:1]([C:2]1([C:3]([H:11])([H:12])[H:15])[C:4]([H:13])=[C:5]([H:14])[N:6]=[C:7]1[H:16])([H:8])([H:9])[H:10],49.3239616665005
0,626,347,[C:1]([C@@:2]1([H:11])[C@@:3]2([H:12])[O:4][C@@:5]2([H:13])[C@:6]1([O:7][H:15])[H:14])([H:8])([H:9])[H:10]>>[C:1]([C@@:2]1([H:11])[C@@:3]([C:5](=[O:4])[H:13])([H:12])[C@:6]1([O:7][H:15])[H:14])([H:8])([H:9])[H:10],33.4767820930031
1,627,347,[C:1]([C@@:2]1([H:11])[C@@:3]2([H:12])[O:4][C@@:5]2([H:13])[C@:6]1([O:7][H:15])[H:14])([H:8])([H:9])[H:10]>>[C:1](/[C:2](=[C:3](/[C@@:5]([O:4][H:15])([C:6](=[O:7])[H:14])[H:13])[H:12])[H:11])([H:8])([H:9])[H:10],32.2449544854477
2,628,347,[C:1]([C@@:2]1([H:11])[C@@:3]2([H:12])[O:4][C@@:5]2([H:13])[C@:6]1([O:7][H:15])[H:14])([H:8])([H:9])[H:10]>>[C:1]([C@@:2]([C:3](=[O:4])[H:12])([C:6](=[C:5]([H:13])[H:14])[O:7][H:15])[H:11])([H:8])([H:9])[H:10],54.685333179417896
0,629,348,[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C@@:4]1([H:15])[O:5][C@:6]1([C:7]([H:17])([H:18])[H:19])[H:16])[H:11])([H:8])([H:9])[H:10]>>[C:1]([C:2](=[C:3]([H:12])[H:13])[H:11])([H:8])([H:9])[H:10].[C:4](=[O:5])([C:6]([C:7]([H:17])([H:18])[H:19])([H:14])[H:16])[H:15],59.691272105999204
1,630,348,[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C@@:4]1([H:15])[O:5][C@:6]1([C:7]([H:17])([H:18])[H:19])[H:16])[H:11])([H:8])([H:9])[H:10]>>[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C:4](=[O:5])[C:6]([C:7]([H:17])([H:18])[H:19])([H:15])[H:16])[H:11])([H:8])([H:9])[H:10],52.2075069636909
2,631,348,[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C@@:4]1([H:15])[O:5][C@:6]1([C:7]([H:17])([H:18])[H:19])[H:16])[H:11])([H:8])([H:9])[H:10]>>[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C@@:4]([C:6](=[O:5])[H:16])([C:7]([H:17])([H:18])[H:19])[H:15])[H:11])([H:8])([H:9])[H:10],50.035085744314785
0,632,349,[C:1](/[N:2]=[C:3]1\[O:4][C@@:5]2([H:11])[C:6]([H:12])([H:13])[C@@:7]12[H:14])([H:8])([H:9])[H:10]>>[C:1]([N:2]=[C:3]=[C:7]([C:6]([C:5](=[O:4])[H:11])([H:12])[H:13])[H:14])([H:8])([H:9])[H:10],20.3426340231933
1,633,349,[C:1](/[N:2]=[C:3]1\[O:4][C@@:5]2([H:11])[C:6]([H:12])([H:13])[C@@:7]12[H:14])([H:8])([H:9])[H:10]>>[C:1]([N:2]1[C:3](=[O:4])[C@:7]1([C:5](=[C:6]([H:12])[H:13])[H:11])[H:14])([H:8])([H:9])[H:10],42.95603937713121
0,634,350,[C:1]([C:2]1([C:3]([H:11])([H:12])[H:13])[C:4]([H:14])([H:15])[C:5](=[O:6])[O:7]1)([H:8])([H:9])[H:10]>>[C:1]([C:2]([C:3]([H:11])([H:12])[H:13])=[C:4]([H:14])[H:15])([H:8])([H:9])[H:10].[C:5](=[O:6])=[O:7],24.260838514907107
0,635,351,[C:1]([C:2]([C@@:3]([O:4][H:14])([C:5]([C:6](=[O:7])[H:17])([H:15])[H:16])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10]>>[C:1]([C:2]([C:3](=[O:4])[C:5]([C:6]([O:7][H:14])([H:13])[H:17])([H:15])[H:16])([H:11])[H:12])([H:8])([H:9])[H:10],44.7439933769345
1,636,351,[C:1]([C:2]([C@@:3]([O:4][H:14])([C:5]([C:6](=[O:7])[H:17])([H:15])[H:16])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10]>>[C:1]([C:2]([C:3](=[C:5]([H:15])[H:16])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10].[O:4]([C:6](=[O:7])[H:17])[H:14],48.372151020798505
0,637,352,[O:1]([C@@:2]1([H:9])[C@:3]2([H:10])[O:4][C@@:5]1([H:11])[C@:6]2([O:7][H:13])[H:12])[H:8]>>[O:1](/[C:2](=[C:5](/[C@:6]([C:3](=[O:4])[H:10])([O:7][H:13])[H:12])[H:11])[H:9])[H:8],29.9711301222017
1,638,352,[O:1]([C@@:2]1([H:9])[C@:3]2([H:10])[O:4][C@@:5]1([H:11])[C@:6]2([O:7][H:13])[H:12])[H:8]>>[O:1](/[C:2](=[C:5](/[O:4]/[C:3](=[C:6](/[O:7][H:13])[H:12])[H:10])[H:11])[H:9])[H:8],30.8342789331044
0,639,353,[N:1]([C:2](=[O:3])[C:4]([O:5]/[C:6](=[N:7]/[H:13])[H:12])([H:10])[H:11])([H:8])[H:9]>>[N:1]([C:2](=[O:3])[C:4]([N:7]([C:6](=[O:5])[H:12])[H:13])([H:10])[H:11])([H:8])[H:9],40.8894317096054
0,640,354,[O:1]=[C:2]1[C@@:3]2([H:8])[N:4]([H:9])[C@:5]1([H:10])[C:6]([H:11])=[C:7]2[H:12]>>[C:3]1([H:8])=[C:7]([H:12])[C:6]([H:11])=[C:5]([H:10])[N:4]1[H:9].[O+:1]#[C-:2],6.0103995778496095
1,641,354,[O:1]=[C:2]1[C@@:3]2([H:8])[N:4]([H:9])[C@:5]1([H:10])[C:6]([H:11])=[C:7]2[H:12]>>[O:1]=[C:2]1[C:3]([H:8])=[C:7]([H:12])[C@@:6]2([H:11])[N:4]([H:9])[C@@:5]12[H:10],25.8530496260302
2,642,354,[O:1]=[C:2]1[C@@:3]2([H:8])[N:4]([H:9])[C@:5]1([H:10])[C:6]([H:11])=[C:7]2[H:12]>>[O:1]=[C:2]1[N:4]([H:9])[C:3]([H:8])=[C:7]([H:12])[C:6]([H:11])=[C:5]1[H:10],30.3605561373917
0,643,355,[C:1](/[C:2](=[N:3]\[O:4][H:11])[C@@:5]1([H:12])[C:6]([H:13])([H:14])[O:7]1)([H:8])([H:9])[H:10]>>[C:1](/[C:2]([N:3]([O:4][H:11])[H:14])=[C:5](/[C:6](=[O:7])[H:13])[H:12])([H:8])([H:9])[H:10],52.2527955479998
1,644,355,[C:1](/[C:2](=[N:3]\[O:4][H:11])[C@@:5]1([H:12])[C:6]([H:13])([H:14])[O:7]1)([H:8])([H:9])[H:10]>>[C:1](/[C:2](=[N:3]\[O:4][H:11])[C:5]([C:6]([H:12])([H:13])[H:14])=[O:7])([H:8])([H:9])[H:10],56.1976678341634
2,645,355,[C:1](/[C:2](=[N:3]\[O:4][H:11])[C@@:5]1([H:12])[C:6]([H:13])([H:14])[O:7]1)([H:8])([H:9])[H:10]>>[C:1]([C@@:2]1([C:5](=[O:7])[H:12])[N:3]([O:4][H:11])[C:6]1([H:13])[H:14])([H:8])([H:9])[H:10],52.07845753242601
3,646,355,[C:1](/[C:2](=[N:3]\[O:4][H:11])[C@@:5]1([H:12])[C:6]([H:13])([H:14])[O:7]1)([H:8])([H:9])[H:10]>>[C:1](/[C:2]([N:3]=[O:4])=[C:5](/[C:6]([O:7][H:11])([H:13])[H:14])[H:12])([H:8])([H:9])[H:10],58.00780745375529
4,647,355,[C:1](/[C:2](=[N:3]\[O:4][H:11])[C@@:5]1([H:12])[C:6]([H:13])([H:14])[O:7]1)([H:8])([H:9])[H:10]>>[C:1](/[C:2](=[N:3]\[O:4][H:11])[C:6]([C:5](=[O:7])[H:12])([H:13])[H:14])([H:8])([H:9])[H:10],57.9601378760328
0,648,356,[C:1]([O:2]/[C:3](=[N:4]\[H:11])[N:5]([C:6](=[O:7])[H:13])[H:12])([H:8])([H:9])[H:10]>>[C:1]([N:4]([C:3](=[O:2])[N:5]([C:6](=[O:7])[H:13])[H:12])[H:11])([H:8])([H:9])[H:10],45.3593685313015
0,649,357,[C:1]1([H:8])([H:9])[C:2]([H:10])([H:11])[C:3]2=[N:4][C:5]([H:12])=[C:6]([H:13])[N:7]12>>[C:1]1([H:8])([H:9])[C:2]([H:10])([H:11])[C:3]12[N:4]=[C:5]([H:12])[C:6]([H:13])=[N:7]2,22.300000736632104
1,650,357,[C:1]1([H:8])([H:9])[C:2]([H:10])([H:11])[C:3]2=[N:4][C:5]([H:12])=[C:6]([H:13])[N:7]12>>[C:1]([C:2](=[C:3]1[N:4]=[C:5]([H:12])[C:6]([H:13])=[N:7]1)[H:11])([H:8])([H:9])[H:10],39.1916068058123
0,651,358,[O:1]([C:2]1=[C:3]([H:9])[N:4]=[N:5][C:6]([H:10])=[N:7]1)[H:8]>>[O:1]=[C:2]1[C:3]([H:9])=[N:4][N:5]=[C:6]([H:10])[N:7]1[H:8],30.313483309756197
0,652,359,[C:1]([C:2]([C:3]1=[C:4]([H:13])[N:5]([H:14])[N:6]=[N:7]1)([H:11])[H:12])([H:8])([H:9])[H:10]>>[C:1]([C:2]([C:3](=[C:4]=[N:5][H:14])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10].[N:6]#[N:7],49.710942569447695
1,653,359,[C:1]([C:2]([C:3]1=[C:4]([H:13])[N:5]([H:14])[N:6]=[N:7]1)([H:11])[H:12])([H:8])([H:9])[H:10]>>[C:1]([C:2]([C:3]1=[N:7][N:6]([H:14])[N:5]=[C:4]1[H:13])([H:11])[H:12])([H:8])([H:9])[H:10],43.075177065615605
0,654,360,[N:1](=[C:2]1\[O:3][C:4]([H:9])([H:10])[C@@:5]12[C:6]([H:11])([H:12])[N:7]2[H:13])\[H:8]>>[N:1]1([H:8])[C:2](=[O:3])[C:5](=[C:4]([H:9])[H:10])[N:7]([H:13])[C:6]1([H:11])[H:12],38.6411790381611
0,655,361,[C:1]([C:2]#[C:3][C:4]([C@@:5]1([H:13])[C:6]([H:14])([H:15])[N:7]1[H:16])([H:11])[H:12])([H:8])([H:9])[H:10]>>[C:1]([C:2](=[C:3]=[C:4]([H:11])[H:12])[C:6](/[C:5](=[N:7]/[H:16])[H:13])([H:14])[H:15])([H:8])([H:9])[H:10],49.6703229754853
1,656,361,[C:1]([C:2]#[C:3][C:4]([C@@:5]1([H:13])[C:6]([H:14])([H:15])[N:7]1[H:16])([H:11])[H:12])([H:8])([H:9])[H:10]>>[C:1]([C:2]#[C:3][C:4](/[C:5](=[N:7]\[C:6]([H:14])([H:15])[H:16])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10],59.9669706994395
2,657,361,[C:1]([C:2]#[C:3][C:4]([C@@:5]1([H:13])[C:6]([H:14])([H:15])[N:7]1[H:16])([H:11])[H:12])([H:8])([H:9])[H:10]>>[C:1]([C:2]#[C:3]/[C:4](=[C:5](/[C:6]([N:7]([H:11])[H:16])([H:14])[H:15])[H:13])[H:12])([H:8])([H:9])[H:10],53.926606154718996
0,658,362,[C:1]([C:2]#[C:3][C:4]([C:5]([H:11])([H:12])[H:13])([C:6]([H:14])([H:15])[H:16])[O:7][H:17])([H:8])([H:9])[H:10]>>[C:1]([C:2](=[C:3]=[C:4]([C:5]([H:11])([H:12])[H:13])[C:6]([H:14])([H:15])[H:16])[O:7][H:17])([H:8])([H:9])[H:10],53.8927646628854
0,659,363,[O:1]([C:2]([C:3]([C:4]#[C:5][H:12])([C:6]#[C:7][H:13])[H:11])([H:9])[H:10])[H:8]>>[O:1]([C:2]([C:3](=[C:4]=[C:5]([H:11])[H:12])[C:6]#[C:7][H:13])([H:9])[H:10])[H:8],54.5088222507296
1,660,363,[O:1]([C:2]([C:3]([C:4]#[C:5][H:12])([C:6]#[C:7][H:13])[H:11])([H:9])[H:10])[H:8]>>[C:3](=[C:4]=[C:5]([H:8])[H:12])([C:6]#[C:7][H:13])[H:11].[O:1]=[C:2]([H:9])[H:10],22.222724925317106
2,661,363,[O:1]([C:2]([C:3]([C:4]#[C:5][H:12])([C:6]#[C:7][H:13])[H:11])([H:9])[H:10])[H:8]>>[O:1]([C:2]([C:7](=[C:6]=[C:3]([C:4]#[C:5][H:12])[H:11])[H:13])([H:9])[H:10])[H:8],48.1796829904134
0,662,364,[C:1]([C:2]12[C:3]([H:11])([H:12])[C:4]([O:5][H:13])([C:6]1([H:14])[H:15])[C:7]2([H:16])[H:17])([H:8])([H:9])[H:10]>>[C:1]([C:2]1([C:7]([H:13])([H:16])[H:17])[C:3]([H:11])([H:12])[C:4](=[O:5])[C:6]1([H:14])[H:15])([H:8])([H:9])[H:10],56.056976982253
0,663,365,[C:1]([C:2]([C@@:3]([O:4][H:14])([C@@:5]([C:6]([H:16])([H:17])[H:18])([O:7][H:19])[H:15])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10]>>[C:1]([C:2]([C:3]([C:5]([C:6]([H:16])([H:17])[H:18])=[O:7])([H:13])[H:15])([H:11])[H:12])([H:8])([H:9])[H:10].[O:4]([H:14])[H:19],55.0367607043632
1,664,365,[C:1]([C:2]([C@@:3]([O:4][H:14])([C@@:5]([C:6]([H:16])([H:17])[H:18])([O:7][H:19])[H:15])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10]>>[C:1]([C:2]([C:3](=[O:4])[C:5]([C:6]([H:16])([H:17])[H:18])([H:13])[H:15])([H:11])[H:12])([H:8])([H:9])[H:10].[O:7]([H:14])[H:19],53.585477891135504
0,665,366,[C:1](/[C:2](=[N:3]/[H:11])[O:4][C:5]1([H:12])[C:6]([H:13])([H:14])[C:7]1([H:15])[H:16])([H:8])([H:9])[H:10]>>[C:1]([C:2]([N:3]([C:5]1([H:12])[C:6]([H:13])([H:14])[C:7]1([H:15])[H:16])[H:11])=[O:4])([H:8])([H:9])[H:10],46.9031650160913
1,666,366,[C:1](/[C:2](=[N:3]/[H:11])[O:4][C:5]1([H:12])[C:6]([H:13])([H:14])[C:7]1([H:15])[H:16])([H:8])([H:9])[H:10]>>[C:1]([C:2]([N:3]([C:6]([C:5](=[C:7]([H:15])[H:16])[H:12])([H:13])[H:14])[H:11])=[O:4])([H:8])([H:9])[H:10],47.5767283572492
2,667,366,[C:1](/[C:2](=[N:3]/[H:11])[O:4][C:5]1([H:12])[C:6]([H:13])([H:14])[C:7]1([H:15])[H:16])([H:8])([H:9])[H:10]>>[C:1]([C:2]#[N:3])([H:8])([H:9])[H:10].[O:4]=[C:5]([C:7]([C:6]([H:11])([H:13])[H:14])([H:15])[H:16])[H:12],34.1372752169247
0,668,367,[C:1]([C@:2]12[C@@:3]3([H:11])[C@:4]4([H:12])[C@@:5]3([H:13])[C@@:6]1([H:14])[C@:7]24[H:15])([H:8])([H:9])[H:10]>>[C:1]([C:2]1=[C:6]([H:14])[C:5]([H:13])=[C:3]([H:11])[C:4]([H:12])=[C:7]1[H:15])([H:8])([H:9])[H:10],38.193305189570395
0,669,368,[O:1]([C@@:2]12[C:3]([H:9])([H:10])[C@@:4]3([H:11])[C:5]([H:12])([H:13])[C@:6]1([H:14])[C@@:7]23[H:15])[H:8]>>[O:1]([C@:2]1([C:6](=[C:5]([H:12])[H:13])[H:14])[C:3]([H:9])([H:10])[C:4]([H:11])=[C:7]1[H:15])[H:8],45.99041340157621
1,670,368,[O:1]([C@@:2]12[C:3]([H:9])([H:10])[C@@:4]3([H:11])[C:5]([H:12])([H:13])[C@:6]1([H:14])[C@@:7]23[H:15])[H:8]>>[O:1]([C@:2]12[C:3]([H:9])([H:10])[C@@:4]1([H:11])[C:5]([H:12])([H:13])[C:6]([H:14])=[C:7]2[H:15])[H:8],42.2932539888863
2,671,368,[O:1]([C@@:2]12[C:3]([H:9])([H:10])[C@@:4]3([H:11])[C:5]([H:12])([H:13])[C@:6]1([H:14])[C@@:7]23[H:15])[H:8]>>[O:1]=[C:2]1[C:3]([H:9])([H:10])[C@@:4]2([H:11])[C:5]([H:12])([H:13])[C@:6]1([H:14])[C:7]2([H:8])[H:15],52.8254850654268
0,672,369,[O:1]([C:2]([C@@:3]([C:4]#[C:5][H:12])([C:6]#[N:7])[H:11])([H:9])[H:10])[H:8]>>[O:1]([C:2]([C:3](=[C:4]=[C:5]([H:11])[H:12])[C:6]#[N:7])([H:9])[H:10])[H:8],57.0404290518728
1,673,369,[O:1]([C:2]([C@@:3]([C:4]#[C:5][H:12])([C:6]#[N:7])[H:11])([H:9])[H:10])[H:8]>>[C:3](=[C:4]=[C:5]([H:8])[H:12])([C:6]#[N:7])[H:11].[O:1]=[C:2]([H:9])[H:10],22.4199074110068
0,674,370,[O:1]([C:2]([C:3]([C@@:4]([O:5][H:14])([C:6]#[C:7][H:15])[H:13])([H:11])[H:12])([H:9])[H:10])[H:8]>>[O:1]([C:2]([C:3]([C:4](=[C:6]=[C:7]([O:5][H:14])[H:15])[H:13])([H:11])[H:12])([H:9])[H:10])[H:8],56.127277009809895
1,675,370,[O:1]([C:2]([C:3]([C@@:4]([O:5][H:14])([C:6]#[C:7][H:15])[H:13])([H:11])[H:12])([H:9])[H:10])[H:8]>>[O:1]1[C:2]([H:9])([H:10])[C:3]([H:11])([H:12])[C@:4]([O:5][H:14])([H:13])[C:6]1=[C:7]([H:8])[H:15],46.563712052747896
0,676,371,[C:1]1([H:8])([H:9])[O:2][C@@:3]2([H:10])[C:4]([H:11])=[C:5]([H:12])[C:6]([H:13])([H:14])[C@@:7]12[H:15]>>[C:1](=[O:2])([H:8])[H:9].[C:3]1([H:10])=[C:7]([H:15])[C:6]([H:13])([H:14])[C:5]([H:12])=[C:4]1[H:11],37.3772654811195
1,677,371,[C:1]1([H:8])([H:9])[O:2][C@@:3]2([H:10])[C:4]([H:11])=[C:5]([H:12])[C:6]([H:13])([H:14])[C@@:7]12[H:15]>>[C:1](=[O:2])([C:7](/[C:3](=[C:4](\[C:5](=[C:6]([H:13])[H:14])[H:12])[H:11])[H:10])([H:9])[H:15])[H:8],59.2574722179101
2,678,371,[C:1]1([H:8])([H:9])[O:2][C@@:3]2([H:10])[C:4]([H:11])=[C:5]([H:12])[C:6]([H:13])([H:14])[C@@:7]12[H:15]>>[C:1]([O:2][H:14])([C:7]1([H:15])[C:3]([H:10])=[C:4]([H:11])[C:5]([H:12])=[C:6]1[H:13])([H:8])[H:9],40.4835976276839
3,679,371,[C:1]1([H:8])([H:9])[O:2][C@@:3]2([H:10])[C:4]([H:11])=[C:5]([H:12])[C:6]([H:13])([H:14])[C@@:7]12[H:15]>>[C:1](=[C:7]([C:6](/[C:5](=[C:4](\[C:3](=[O:2])[H:10])[H:11])[H:12])([H:13])[H:14])[H:15])([H:8])[H:9],43.249544521389396
0,680,372,[N:1]#[C:2][C:3](=[C:4]([O-:5])[H:8])[N+:7]#[N:6]>>[N:1]#[C:2][C:3](=[C:4]=[O:5])[H:8].[N:6]#[N:7],27.9333351836097
0,681,373,[C:1]([C@:2]12[N:3]([H:11])[C@@:4]1([H:12])[C:5]([H:13])([H:14])[C:6]2=[O:7])([H:8])([H:9])[H:10]>>[C-:6]#[O+:7].[C:1](/[C:2](=[N:3]/[H:11])[C:4](=[C:5]([H:13])[H:14])[H:12])([H:8])([H:9])[H:10],54.6016430518063
0,682,374,[O:1]([C:2]([C@@:3]1([H:11])[C@@:4]2([H:12])[C:5]([H:13])([H:14])[C@:6]1([H:15])[O:7]2)([H:9])[H:10])[H:8]>>[O:1]([C:2]([C@@:3]([C:4](=[O:7])[H:12])([C:6](=[C:5]([H:13])[H:14])[H:15])[H:11])([H:9])[H:10])[H:8],30.746496379523506
1,683,374,[O:1]([C:2]([C@@:3]1([H:11])[C@@:4]2([H:12])[C:5]([H:13])([H:14])[C@:6]1([H:15])[O:7]2)([H:9])[H:10])[H:8]>>[O:1]([C:2](/[C:3](=[C:4](\[C:5]([C:6](=[O:7])[H:15])([H:13])[H:14])[H:12])[H:11])([H:9])[H:10])[H:8],30.492035269875608
0,684,375,[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C@@:4]1([H:15])[C:5]([H:16])([H:17])[C@:6]1([O:7][H:19])[H:18])[H:11])([H:8])([H:9])[H:10]>>[C:1]([H:8])([H:9])([H:10])[H:19].[C:2](\[C:3]([H:12])([H:13])[H:14])(=[C:4](/[C:5]([C:6](=[O:7])[H:18])([H:16])[H:17])[H:15])[H:11],51.6447272542797
1,685,375,[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C@@:4]1([H:15])[C:5]([H:16])([H:17])[C@:6]1([O:7][H:19])[H:18])[H:11])([H:8])([H:9])[H:10]>>[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])=[C:4]([C:5]([C:6](=[O:7])[H:18])([H:16])[H:17])[H:15])([H:8])([H:9])[H:10].[H:11][H:19],37.7497178474282
0,686,376,[C:1]([O:2][C:3]1=[C:4]([H:11])[N:5]([H:12])[C:6]([H:13])=[N:7]1)([H:8])([H:9])[H:10]>>[C:1]([N+:7]1=[C:6]([H:13])[N:5]([H:12])[C:4]([H:11])=[C:3]1[O-:2])([H:8])([H:9])[H:10],55.4426719132424
0,687,377,[N:1](=[C:2]1/[C:3]([H:9])([H:10])[C:4]([H:11])([H:12])[C:5]([H:13])([H:14])[C:6]([H:15])([H:16])[O:7]1)\[H:8]>>[N:1]([C:2]([C:3]([C:4]([C:5](=[C:6]([H:15])[H:16])[H:13])([H:11])[H:12])([H:9])[H:10])=[O:7])([H:8])[H:14],52.8626197532138
0,688,378,[O:1]([C@@:2]([C:3]([C:4]#[C:5][H:12])([H:10])[H:11])([C:6]#[C:7][H:13])[H:9])[H:8]>>[O:1]([C:7](=[C:6]=[C:2]([C:3]([C:4]#[C:5][H:12])([H:10])[H:11])[H:9])[H:13])[H:8],58.8104671017694
1,689,378,[O:1]([C@@:2]([C:3]([C:4]#[C:5][H:12])([H:10])[H:11])([C:6]#[C:7][H:13])[H:9])[H:8]>>[O:1]([C:2](=[C:6]=[C:7]([C:5](=[C:4]=[C:3]([H:10])[H:11])[H:12])[H:13])[H:9])[H:8],22.937850746697197
2,690,378,[O:1]([C@@:2]([C:3]([C:4]#[C:5][H:12])([H:10])[H:11])([C:6]#[C:7][H:13])[H:9])[H:8]>>[C:3](=[C:4]=[C:5]([H:8])[H:12])([H:10])[H:11].[O:1]=[C:2]([C:6]#[C:7][H:13])[H:9],24.12904334452229
0,691,379,[O:1]([C@@:2]1([H:9])[C:3]([H:10])([H:11])[N:4]([H:12])[C@:5]1([C:6](=[O:7])[H:14])[H:13])[H:8]>>[O:1]=[C:2]([C:3]([N:4]([C:5](=[C:6]([O:7][H:8])[H:14])[H:13])[H:12])([H:10])[H:11])[H:9],10.9866994118678
1,692,379,[O:1]([C@@:2]1([H:9])[C:3]([H:10])([H:11])[N:4]([H:12])[C@:5]1([C:6](=[O:7])[H:14])[H:13])[H:8]>>[O:1]([C@@:2]1([H:9])[C:3]([H:10])([H:11])[N:4]([H:12])[C:5]([H:13])=[C:6]([H:14])[O:7]1)[H:8],40.3871889961936
2,693,379,[O:1]([C@@:2]1([H:9])[C:3]([H:10])([H:11])[N:4]([H:12])[C@:5]1([C:6](=[O:7])[H:14])[H:13])[H:8]>>[C:3](=[N:4][H:12])([H:10])[H:11].[O:1](/[C:2](=[C:5](/[C:6](=[O:7])[H:14])[H:13])[H:9])[H:8],51.3166724401858
3,694,379,[O:1]([C@@:2]1([H:9])[C:3]([H:10])([H:11])[N:4]([H:12])[C@:5]1([C:6](=[O:7])[H:14])[H:13])[H:8]>>[O:1]([C@@:2](/[C:3](=[N:4]/[H:12])[H:11])(/[C:5](=[C:6](\[O:7][H:10])[H:14])[H:13])[H:9])[H:8],53.7513392225288
0,695,380,[C:1]([C:2]12[C:3]([H:11])([H:12])[C:4]([H:13])([C:5]1([H:14])[H:15])[C:6]([H:16])=[C:7]2[H:17])([H:8])([H:9])[H:10]>>[C:1]([C@@:2]12[C:3]([H:11])([H:12])[C@:7]1([H:17])[C:6]([H:16])=[C:4]([H:13])[C:5]2([H:14])[H:15])([H:8])([H:9])[H:10],33.5952201399784
1,696,380,[C:1]([C:2]12[C:3]([H:11])([H:12])[C:4]([H:13])([C:5]1([H:14])[H:15])[C:6]([H:16])=[C:7]2[H:17])([H:8])([H:9])[H:10]>>[C:1]([C:2]1=[C:7]([H:17])[C@:6]2([H:16])[C:3]([H:11])([H:12])[C@:4]2([H:13])[C:5]1([H:14])[H:15])([H:8])([H:9])[H:10],30.2018290603756
0,697,381,[C:1]1([H:8])([H:9])[C@@:2]2([H:10])[C@@:3]3([H:11])[O:4][C:5]([H:12])([H:13])[C@:6]1([H:14])[C@@:7]23[H:15]>>[C:1]1([H:8])([H:9])[C:2]([H:10])=[C:3]([H:11])[C:7]([H:15])=[C:6]1[H:14].[O:4]=[C:5]([H:12])[H:13],33.5156508645511
1,698,381,[C:1]1([H:8])([H:9])[C@@:2]2([H:10])[C@@:3]3([H:11])[O:4][C:5]([H:12])([H:13])[C@:6]1([H:14])[C@@:7]23[H:15]>>[C:1](=[C:2]([C@@:3]1([H:11])[O:4][C:5]([H:12])([H:13])[C:6]([H:14])=[C:7]1[H:15])[H:10])([H:8])[H:9],41.1956426529138
2,699,381,[C:1]1([H:8])([H:9])[C@@:2]2([H:10])[C@@:3]3([H:11])[O:4][C:5]([H:12])([H:13])[C@:6]1([H:14])[C@@:7]23[H:15]>>[C:1](/[C:2](=[C:7](\[C:3](=[O:4])[H:11])[H:15])[H:10])([C:6](=[C:5]([H:12])[H:13])[H:14])([H:8])[H:9],48.815412733791284
3,700,381,[C:1]1([H:8])([H:9])[C@@:2]2([H:10])[C@@:3]3([H:11])[O:4][C:5]([H:12])([H:13])[C@:6]1([H:14])[C@@:7]23[H:15]>>[C:1]1([H:8])([H:9])[C:2]([H:10])([H:15])[C:7]2=[C:3]([H:11])[O:4][C:5]([H:12])([H:13])[C@@:6]12[H:14],59.201916700943
0,701,382,[N:1]([C:2]1=[C:3]([O:4][H:10])[C:5]([H:11])=[C:6]([H:12])[N:7]1[H:13])([H:8])[H:9]>>[N:1]([C@@:2]1([H:10])[C:3](=[O:4])[C:5]([H:11])=[C:6]([H:12])[N:7]1[H:13])([H:8])[H:9],54.720593032432696
1,702,382,[N:1]([C:2]1=[C:3]([O:4][H:10])[C:5]([H:11])=[C:6]([H:12])[N:7]1[H:13])([H:8])[H:9]>>[N:1]([C:2]1=[N:7][C:6]([H:12])([H:13])[C:5]([H:11])=[C:3]1[O:4][H:10])([H:8])[H:9],37.551397594890496
