Rind,reaction,idx,code
MR_408883_0,[C:1](=[C:2](\[N+:6](/[C:3](=[N:7]\[H:11])[H:12])=[C:4]([H:13])[H:14])[O-:8])(\[O:5][H:9])[H:10]>>[C:1]([C:2]([N:6]=[C:4]([H:13])[H:14])=[O:8])(/[C:3](=[N:7]\[H:11])[H:12])([O:5][H:9])[H:10],5241,4811
MR_409013_0,[C-:1]([C:3]([H:15])([H:16])[H:17])(/[O+:6]=[N:4]/[H:9])[H:10].[C:2]([O:7][C:5](=[O:8])[H:11])([H:12])([H:13])[H:14]>>[C:1]([C:3]([H:15])([H:16])[H:17])([O:6][N:4]([C:5](=[O:8])[H:11])[H:9])([O:7][C:2]([H:12])([H:13])[H:14])[H:10],5242,4812
MR_409119_0,[C:1](/[C:6](=[C:3](\[N:2]([N:4]([H:10])[H:11])[C:5](=[O:8])[H:12])[O:7][H:9])[H:13])([H:14])([H:15])[H:16]>>[C:1]([C@:6](/[C:3](=[N:2]/[N:4]([H:10])[H:11])[O:7][H:9])([C:5](=[O:8])[H:12])[H:13])([H:14])([H:15])[H:16],5243,4813
MR_409120_0,[C:1](/[C:6](=[C:3](/[N:2]([N:4]([H:10])[H:11])[C:5](=[O:8])[H:12])[O:7][H:9])[H:13])([H:14])([H:15])[H:16]>>[C:1]([C:6](/[C:3](=[N:2]/[N:4]([H:10])[H:11])[O:7][H:9])([C:5](=[O:8])[H:12])[H:13])([H:14])([H:15])[H:16],5244,4814
MR_409134_1,[C:1](=[C:2]([N+:4]([C:3]([N:5]([H:14])[H:15])=[O:9])([H:12])[H:13])[O-:8])([O:6][H:10])[O:7][H:11]>>[C:1]([C:2]([N:4]([H:12])[H:13])=[O:8])([C:3]([N:5]([H:14])[H:15])=[O:9])([O:6][H:10])[O:7][H:11],5245,4815
MR_409159_0,[C:1]([C:2]([H:11])([H:12])[H:13])(=[N+:6]=[C-:5][H:14])[H:8].[C:3]([N:4]([H:9])[H:10])(=[O:7])[H:15]>>[C:1]([C:2]([H:11])([H:12])[H:13])([C:3]([N:4]([H:9])[H:10])=[O:7])([N:6]=[C:5]([H:14])[H:15])[H:8],5246,4816
MR_409159_2,[C:1]([C:2]([H:11])([H:12])[H:13])(=[N+:6]=[C-:5][H:14])[H:8].[C:3]([N:4]([H:9])[H:10])(=[O:7])[H:15]>>[C:1]([C:2]([H:11])([H:12])[H:13])([C:3]([N:4]([H:9])[H:10])=[O:7])([N:6]=[C:5]([H:14])[H:15])[H:8],5247,4816
MR_409189_1,[C@@:1]1([C:4]([H:16])([H:17])[H:18])([N:8]([H:12])[H:13])[C:3]([H:14])([H:15])[C-:2]([H:11])[C:7](=[C:9]([H:22])[H:23])[N@+:6]1([C:5]([H:19])([H:20])[H:21])[H:10]>>[C:1]1([C:4]([H:16])([H:17])[H:18])([N:8]([H:12])[H:13])[C:2]([C:7]([N:6]([C:5]([H:19])([H:20])[H:21])[H:10])=[C:9]([H:22])[H:23])([H:11])[C:3]1([H:14])[H:15],5248,4817
MR_409192_1,[C:1](\[C:3]([C:2]([C:4]([H:18])([H:19])[H:20])([H:9])[H:17])([H:14])[H:15])([N:5]([H:10])[H:11])=[C:7](\[C-:8]=[N+:6]([H:12])[H:13])[H:16]>>[C:1]1([N:5]([H:10])[H:11])(/[C:7](=[C:8](/[N:6]([H:12])[H:13])[H:17])[H:16])[C:2]([C:4]([H:18])([H:19])[H:20])([H:9])[C:3]1([H:14])[H:15],5249,4818
MR_409224_0,[C-:1](/[N+:3](=[N:6]\[C:5]1([H:12])[N:2]([H:7])[N:4]1[H:9])[H:8])([H:10])[H:11]>>[C:1]1([H:10])([H:11])[N:3]([H:8])[N:6]=[C:5]([H:12])[N:2]([H:7])[N:4]1[H:9],5250,4819
MR_409242_1,[C:1]([O:4][C:3]([C:2]([H:9])([H:10])[H:11])=[O:5])([H:6])([H:7])[H:8].[N:12]([O:13][H:17])([O:14][H:18])[O:15][H:16]>>[C:1]([O:4][C:3]([C:2]([H:9])([H:10])[H:11])=[O:5])([H:6])([H:7])[H:8].[N:12](=[O:13])[O:15][H:16].[O:14]([H:17])[H:18],5251,4820
MR_409243_2,[C:1]([O:4][C:3]([C:2]([H:9])([H:10])[H:11])=[O:5])([H:6])([H:7])[H:8].[N:12]([O:13][H:17])([O:14][H:18])[O:15][H:16]>>[C:1]([O:4][C:3]([C:2]([H:9])([H:10])[H:11])=[O:5])([H:6])([H:7])[H:8].[N:12](=[O:13])[O:15][H:16].[O:14]([H:17])[H:18],5252,4820
MR_409258_0,[C@@:1]12([C:3]([H:14])([H:15])[H:16])[C@@:6]([H:10])([C@:5]([C:4]([H:17])([H:18])[H:19])([O:9][C:2]([H:11])([H:12])[H:13])[O:7]1)[O:8]2>>[C:1]1([C:3]([H:14])([H:15])[H:16])([O:9][C:2]([H:11])([H:12])[H:13])[O:7][C:5]([C:4]([H:17])([H:18])[H:19])=[C:6]([H:10])[O:8]1,5253,4821
MR_409315_0,[C-:1](=[N+:3]([H:6])[H:7])[C:4](=[C:2]=[N:5][H:8])[H:9]>>[c:1]1([N:3]([H:6])[H:7])/[c:2](=[N:5]\[H:8])[c:4]1[H:9],5254,4822
MR_409333_2,[C:1](\[N:4]([H:9])[H:10])(=[N+:6](/[C:2]([C:3]([H:13])([H:14])[H:15])([H:11])[H:12])[C-:7]=[C:5]([H:16])[H:17])[H:8]>>[C:1]([C:2]([C:3]([H:13])([H:14])[H:15])([H:11])[H:12])([N:4]([H:9])[H:10])([N:6]=[C:7]=[C:5]([H:16])[H:17])[H:8],5255,4823
MR_409337_0,[C:1]([C:2]([H:10])([H:11])[H:12])([N:3]([H:8])[H:9])=[N+:5]=[C-:6][C:4]([H:7])([H:13])[H:14]>>[C:1]([C:2]([H:10])([H:11])[H:12])([N:3]([H:8])[H:9])([N:5]=[C:6]=[C:4]([H:13])[H:14])[H:7],5256,4824
MR_409422_0,[C:1]([C:2]([H:12])([H:13])[H:14])([C:3]([H:15])([H:16])[H:17])([C:4]([H:18])([H:19])[H:20])[N@+:5]1([H:10])[C@@:6]([C:8]#[N:9])([H:11])[N-:7]1>>[C:1]([C:2]([H:12])([H:13])[H:14])([C:3]([H:15])([H:16])[H:17])([C:4]([H:18])([H:19])[H:20])[N:5](/[N:7]=[C:6](\[C:8]#[N:9])[H:11])[H:10],5257,4825
MR_409838_1,[C:1]([H:6])([H:7])([H:8])[C:9]([O:11][H:13])=[O:12].[C:2]([O:3][H:5])(=[O:4])[N:10]([H:14])[H:15]>>[C:1]([H:6])([H:7])([H:8])[C:9]([N:10]([H:14])[H:15])([O:11][H:13])[O:12][H:5].[C:2](=[O:3])=[O:4],5258,4826
MR_409917_0,[C:1]1([C:3]([N:5]([H:14])[H:15])([O:7][H:8])[H:11])([H:9])[C:2]([N:4]([H:12])[H:13])([H:10])[O:6]1>>[C:1](/[C:2](=[N:4]/[H:12])[H:10])([C:3]([N:5]([H:14])[H:15])([O:7][H:8])[H:11])([O:6][H:13])[H:9],5259,4827
MR_409917_1,[C:1]1([C:3]([N:5]([H:14])[H:15])([O:7][H:8])[H:11])([H:9])[C:2]([N:4]([H:12])[H:13])([H:10])[O:6]1>>[C:1](/[C:2](=[N:4]/[H:12])[H:10])([C:3]([N:5]([H:14])[H:15])([O:7][H:8])[H:11])([O:6][H:13])[H:9],5260,4827
MR_41001_0,[C-:1]([C:3]([H:8])([H:9])[H:10])(/[O+:4]=[N:2]\[H:7])[O:5][H:6]>>[C:1](=[C:3]([H:9])[H:10])([O:4][N:2]([H:7])[H:8])[O:5][H:6],5261,4828
MR_41004_0,[C:1](=[C:2]([H:8])[H:9])([O:3][O:4][H:6])[O:5][H:7]>>[C:1]1([O:4][H:6])([O:5][H:7])[C:2]([H:8])([H:9])[O:3]1,5262,4829
MR_410093_1,[C:1]([N:3]([C:2]([H:12])([H:16])[H:17])[C:4]([O:7][C:5]([N:6]([H:10])[H:11])=[O:9])=[O:8])([H:13])([H:14])[H:15]>>[C:1]([N:3]([C:2]([H:12])([H:16])[H:17])[C:5]([N:6]([H:10])[H:11])=[O:9])([H:13])([H:14])[H:15].[C:4](=[O:7])=[O:8],5263,4830
MR_410143_1,[C:1]([C@:4]1([H:8])[C@@:3]([N:2]([H:5])[H:6])([H:7])[N+:13](=[C:12]([H:16])[H:17])/[C:14]1=[C-:15]/[H:18])([H:9])([H:10])[H:11]>>[C:12](=[N:13][C:14]#[C:15][H:18])([H:16])[H:17].[C:1](/[C:4](=[C:3](\[N:2]([H:5])[H:6])[H:7])[H:8])([H:9])([H:10])[H:11],5264,4831
MR_410143_2,[C:1]([C@@:4]1([H:8])[C@:3]([N:2]([H:5])[H:6])([H:7])[N+:13](=[C:12]([H:16])[H:17])/[C:14]1=[C-:15]/[H:18])([H:9])([H:10])[H:11]>>[C:12](=[N:13][C:14]#[C:15][H:18])([H:16])[H:17].[C:1](/[C:4](=[C:3](\[N:2]([H:5])[H:6])[H:7])[H:8])([H:9])([H:10])[H:11],5265,4832
MR_410144_2,[C:1]([C@@:5]1([H:12])[C-:4]([H:11])[N+:2]([H:8])=[C-:6][C:7]1=[N+:3]([H:9])[H:10])([H:13])([H:14])[H:15]>>[C:1](/[C:5](=[C:4](\[N:2]([C:6]#[C:7][N:3]([H:9])[H:10])[H:8])[H:11])[H:12])([H:13])([H:14])[H:15],5266,4833
MR_410167_0,[C:1](=[C:2](\[N:3]([H:8])[H:9])[O-:6])(\[O+:4]=[O:5])[H:7]>>[C:1]1([C:2]([N:3]([H:8])[H:9])=[O:6])([H:7])[O:4][O:5]1,5267,4834
MR_410182_1,[C:1]1([H:9])([H:10])[n:5]2[n:4][c:2]([N:3]([H:7])[H:8])[n:6]21>>[C:1]1([H:9])([H:10])[N:5]=[N:4][C:2]([N:3]([H:7])[H:8])=[N:6]1,5268,4835
MR_410246_1,[N:1]([C:2](/[C:5](=[N:7]/[H:12])[H:13])=[C:6]([H:14])[H:15])([N:3]([H:8])[H:9])[N:4]([H:10])[H:11]>>[N+:1]([C-:2](/[C:5](=[N:7]/[H:12])[H:13])[C:6]([H:8])([H:14])[H:15])([N-:3][H:9])=[N+:4]([H:10])[H:11],5269,4836
MR_410409_2,[C:1]([C:5]([C:2]([C:3]([H:14])([H:15])[H:16])([C:4]([H:17])([H:18])[H:19])[H:13])=[O:9])([O:6][H:10])([O:7][H:11])[O:8][H:12]>>[C:1]([C:5]([C:2]([C:3]([H:14])([H:15])[H:16])([C:4]([H:17])([H:18])[H:19])[H:13])([O:8][H:12])[O:9][H:10])(=[O:6])[O:7][H:11],5270,4837
MR_410500_1,[C:1](/[C:2](=[N:6]\[H:8])[O:7][C-:3]=[N+:5]=[C:4]([H:9])[H:10])([H:11])([H:12])[H:13]>>[C:1](/[C:2]([C:3]([N:5]=[C:4]([H:9])[H:10])=[O:7])=[N:6]\[H:8])([H:11])([H:12])[H:13],5271,4838
MR_410573_1,[C:1]([C:3](=[N:5]\[H:10])/[C:7]([C-:2]=[N+:4]([H:8])[H:9])=[N:6]/[H:11])([H:12])([H:13])[H:14]>>[C:1](/[C:3]([C:2]([N:4]([H:8])[H:9])=[C:7]=[N:6][H:11])=[N:5]\[H:10])([H:12])([H:13])[H:14],5272,4839
MR_410574_2,[C-:1](\[C:2](=[C:4]([H:12])[H:13])[N+:5](=[C:3]([H:10])[H:11])[C:7]#[N:8])=[N:6]/[H:9]>>[C:1](\[C:2](=[C:4]([H:12])[H:13])[N:5]=[C:3]([H:10])[H:11])(=[N:6]/[H:9])[C:7]#[N:8],5273,4840
MR_410578_0,[C:1](/[N:6]=[C:4](/[C:2]([H:15])([H:16])[H:17])[C:3]([N:5]([H:9])[H:10])[C:8][N:7][H:11])([H:12])([H:13])[H:14]>>[C:1]([N:6]1[C:4]([C:2]([H:15])([H:16])[H:17])[C:3]([N:5]([H:9])[H:10])=[C:8]1[N:7][H:11])([H:12])([H:13])[H:14],5274,4841
MR_410578_2,[C:1](/[N:6]=[C:4](/[C:2]([H:15])([H:16])[H:17])[C:3]([N:5]([H:9])[H:10])[C:8][N:7][H:11])([H:12])([H:13])[H:14]>>[C:1]([N:6]1[C:4]([C:2]([H:15])([H:16])[H:17])=[C:3]([N:5]([H:9])[H:10])/[C:8]1=[N:7]\[H:11])([H:12])([H:13])[H:14],5275,4841
MR_410578_1,[C:1](/[N:6]=[C:4](/[C:2]([H:15])([H:16])[H:17])[C:3]([N:5]([H:9])[H:10])=[C:8]=[N:7][H:11])([H:12])([H:13])[H:14]>>[C:1]([N:6]1[C:4]([C:2]([H:15])([H:16])[H:17])=[C:3]([N:5]([H:9])[H:10])/[C:8]1=[N:7]\[H:11])([H:12])([H:13])[H:14],5276,4842
MR_410586_0,[C:1](=[C:2](/[C-:6]=[N+:4](\[C:5]#[N:7])[H:9])[H:10])=[N:3][H:8]>>[C:1](\[C:2](=[C:6]=[N:4][H:9])[H:10])(=[N:3]/[H:8])[C:5]#[N:7],5277,4843
MR_410655_1,[C:1]([C:5]([C-:3]=[N+:7]([H:12])[H:13])(/[C:4](=[C:6](\[C:2]([H:21])([H:22])[H:23])[N:9]([H:16])[H:17])[N:8]([H:14])[H:15])[O:10][H:11])([H:18])([H:19])[H:20]>>[C:1](/[C:5](=[C:3]([C:4](=[C:6](/[C:2]([H:21])([H:22])[H:23])[N:9]([H:16])[H:17])\[N:8]([H:14])[H:15])/[N:7]([H:12])[H:13])[O:10][H:11])([H:18])([H:19])[H:20],5278,4844
MR_410663_2,[C:1]([C:3](=[C:4]([H:13])[H:14])[C:7](/[C-:2]=[O+:6]\[H:9])=[C:8]=[C:5]([H:15])[H:16])([H:10])([H:11])[H:12]>>[C:1]([C:3]([C:2]([O:6][H:9])=[C:7]=[C:8]=[C:5]([H:15])[H:16])=[C:4]([H:13])[H:14])([H:10])([H:11])[H:12],5279,4845
MR_410664_0,[C:1](/[C:4]([C:3]([O:7][H:9])=[C:8]=[C:6]([H:17])[H:18])=[C:5](/[C:2]([H:14])([H:15])[H:16])[H:10])([H:11])([H:12])[H:13]>>[C:1]([C:4]1=[C:3]([O:7][H:9])[C:8](=[C:6]([H:17])[H:18])[C:5]1([C:2]([H:14])([H:15])[H:16])[H:10])([H:11])([H:12])[H:13],5280,4846
MR_410664_2,[C:1](/[C:4]([C:3]([O:7][H:9])=[C:8]=[C:6]([H:17])[H:18])=[C:5](\[C:2]([H:14])([H:15])[H:16])[H:10])([H:11])([H:12])[H:13]>>[C:1]([C:4]1=[C:3]([O:7][H:9])[C:8](=[C:6]([H:17])[H:18])[C@@:5]1([C:2]([H:14])([H:15])[H:16])[H:10])([H:11])([H:12])[H:13],5281,4847
MR_410705_1,[C-:1]([N:6]([H:11])[H:12])([N:7]([H:13])[H:14])/[N:8]=[C:5]([C:2]([H:15])([H:16])[H:17])\[N+:4](=[N:3]/[H:9])[H:10]>>[C:1]1([N:6]([H:11])[H:12])([N:7]([H:13])[H:14])[N:3]([H:9])[N:4]([H:10])[C:5]([C:2]([H:15])([H:16])[H:17])=[N:8]1,5282,4848
MR_410793_1,[C:1]([C:4](=[N:2]\[N:6]([H:11])[H:12])/[C:5]([N:7]([H:13])[H:14])=[C:8](\[C-:3]=[O+:9]/[H:10])[H:15])([H:16])([H:17])[H:18]>>[C:1]([c:4]1[n:2]([N:6]([H:11])[H:12])[c:3]([O:9][H:10])[c:8]([H:15])[c:5]1[N:7]([H:13])[H:14])([H:16])([H:17])[H:18],5283,4849
MR_410891_0,[C:1]([C:2](=[C:4]([H:11])[H:12])[O:5][N:3]([H:6])[H:7])([H:8])([H:9])[H:10].[N+:13](=[C-:14][O:15][H:18])([H:16])[H:17]>>[C:1]([C:2](=[C:4]([H:11])[H:12])[O:5][N:3]([H:6])[H:7])([H:8])([H:9])[H:10].[N:13]([C:14](=[O:15])[H:18])([H:16])[H:17],5284,4850
MR_410978_0,[C:1]([N:2]([H:7])[H:8])([O:4][O:3][O:5][H:6])([H:9])[H:10]>>[C:1]([N:2]([H:7])[H:8])(=[O:4])[H:9].[O:3]([O:5][H:6])[H:10],5285,4851
MR_411010_1,[C:1]([C:3]([H:12])([H:13])[H:14])(=[C:6](\[C:4]([H:15])([H:16])[H:17])[O-:8])/[O+:7]=[N:5]/[C:2]([H:9])([H:10])[H:11]>>[C:1]1([C:3]([H:12])([H:13])[H:14])([C:6]([C:4]([H:15])([H:16])[H:17])=[O:8])[N:5]([C:2]([H:9])([H:10])[H:11])[O:7]1,5286,4852
MR_411164_1,[C:1]([O:6][N:2]([N:3]([H:9])[H:11])[H:8])([H:12])([H:13])[H:14].[C:4](=[N:5][H:10])=[O:7]>>[C:1]([O:6][N:2]([N:3]([C:4]([N:5]([H:10])[H:11])=[O:7])[H:9])[H:8])([H:12])([H:13])[H:14],5287,4853
MR_411166_1,[C:1]([O:6][N:2]([N:3]=[C:4]=[O:7])[H:8])([H:12])([H:13])[H:14].[N:5]([H:9])([H:10])[H:11]>>[C:1]([O:6][N:2]([N:3]([C:4]([N:5]([H:10])[H:11])=[O:7])[H:9])[H:8])([H:12])([H:13])[H:14],5288,4854
MR_411173_2,[C:1]([O:4][N:2]([N:3]([H:6])[H:7])[H:5])([H:8])([H:9])[H:10].[N:11]([O:12][H:13])([H:14])[H:15]>>[C:1]([O:4][H:15])([H:8])([H:9])[H:10].[H:6][N:11]([O:12][H:13])[H:14].[N:2](=[N:3]/[H:7])\[H:5],5289,4855
MR_411190_0,[C:1]([O:3][N:2]([H:4])[H:5])([H:6])([H:7])[H:8].[C:9](=[N:11][H:16])=[O:12].[N:10]([H:13])([H:14])[H:15]>>[C:1]([O:3][N:2]([H:4])[H:5])([H:6])([H:7])[H:8].[C:9]([N:10]([H:14])[H:15])([N:11]([H:13])[H:16])=[O:12],5290,4856
MR_411471_2,[C:1]([C:2]1=[C:4]=[C:3]1[H:5])([H:6])([H:7])[H:8].[C:9](=[C:10](/[O:12][H:14])[H:16])(\[O:11][H:13])[H:15]>>[C:1]([C:2]1=[C:3]([H:5])[C:4]12[C:9]([O:11][H:13])([H:15])[C:10]2([O:12][H:14])[H:16])([H:6])([H:7])[H:8],5291,4857
MR_411525_2,[C-:1]([C:3](/[N+:5]([C:2]([N:4]([H:9])[H:10])=[O:8])=[N:6]\[H:11])=[N:7]/[H:12])([H:13])[H:14]>>[C:1]([C:2]([N:4]([H:9])[H:10])=[O:8])([C:3](/[N:5]=[N:6]\[H:11])=[N:7]/[H:12])([H:13])[H:14],5292,4858
MR_411532_0,[C:1]([C:3]([H:7])([H:11])[H:12])(=[O:4])[H:6].[C:2]([H:8])([H:9])([H:10])[N@+:16]([H:5])([C:13]([C:14]([H:21])([H:22])[H:23])([C:15]([H:20])([H:24])[H:25])[H:18])[N-:17][H:19]>>[C:13]([C:14]([H:21])([H:22])[H:23])([C:15]([H:20])([H:24])[H:25])(/[N:16]=[N:17]/[H:19])[H:18].[C:1]([C:2]([H:8])([H:9])[H:10])([C:3]([H:7])([H:11])[H:12])([O:4][H:5])[H:6],5293,4859
MR_411532_2,[C:1]([C:3]([H:7])([H:11])[H:12])(=[O:4])[H:6].[C:2]([H:8])([H:9])([H:10])[N@+:16]([H:5])([C:13]([C:14]([H:21])([H:22])[H:23])([C:15]([H:20])([H:24])[H:25])[H:18])[N-:17][H:19]>>[C:13]([C:14]([H:21])([H:22])[H:23])([C:15]([H:20])([H:24])[H:25])(/[N:16]=[N:17]/[H:19])[H:18].[C:1]([C:2]([H:8])([H:9])[H:10])([C:3]([H:7])([H:11])[H:12])([O:4][H:5])[H:6],5294,4859
MR_411664_1,[C-:1]([C:2]([H:14])([H:15])[H:16])(/[C:7](=[C:5]([N+:3](=[N:4]/[H:9])\[H:8])/[N:6]([H:11])[H:12])[H:13])[H:10]>>[C:1]1([C:2]([H:14])([H:15])[H:16])([H:10])[N:4]([H:9])[N:3]([H:8])[C:5]([N:6]([H:11])[H:12])=[C:7]1[H:13],5295,4860
MR_411708_2,[C:1]([C:3]([H:12])([H:13])[H:14])(=[O:5])[H:8].[C:2]([N:4]([H:6])[H:7])([H:9])([H:10])[H:11].[N:15]([C:16](=[C:17]([H:21])[H:22])[H:20])([H:18])[H:19]>>[C:1]([C:3]([H:12])([H:13])[H:14])([N:4]([C:2]([H:9])([H:10])[H:11])[H:7])([O:5][H:6])[H:8].[N:15]([C:16](=[C:17]([H:21])[H:22])[H:20])([H:18])[H:19],5296,4861
MR_411834_1,[C:1]([N:3]([O:5][C:2]([O:6][N:4]([H:9])[H:10])=[O:7])[H:8])([H:11])([H:12])[H:13]>>[C:1](=[N:3][H:8])([H:11])[H:13].[C:2](=[O:5])=[O:7].[N:4]([O:6][H:12])([H:9])[H:10],5297,4862
MR_411919_0,[C:1]([C:4]([H:15])([H:18])[H:19])([C:5]([H:16])([H:17])[H:20])=[N:6][H:9].[C:2]1([H:11])([H:12])[C:3]([H:13])([H:14])[C:7]1=[N:8][H:10]>>[C:1]([C:3]([C:2]([C:7]#[N:8])([H:11])[H:12])([H:13])[H:14])([C:4]([H:15])([H:18])[H:19])([C:5]([H:16])([H:17])[H:20])[N:6]([H:9])[H:10],5298,4863
MR_411974_0,[C:1]([N:2]([C:3](=[O:6])[H:8])/[N:4]=[N:5]\[H:7])([H:9])([H:10])[H:11]>>[C:1]([N:2][N:4][N:5]([C:3](=[O:6])[H:8])[H:7])([H:9])([H:10])[H:11],5299,4864
MR_412006_1,[C:1](/[C:5]([C:4](/[C-:2]=[O+:8]/[H:11])([C:3]([N:6]([H:12])[H:13])=[O:10])[N:7]([H:14])[H:15])=[N:9]\[H:16])([H:17])([H:18])[H:19]>>[C:1]([C:5](/[C:2](=[C:4](\[C:3]([N:6]([H:12])[H:13])=[O:10])[N:7]([H:14])[H:15])[O:8][H:11])=[N:9]\[H:16])([H:17])([H:18])[H:19],5300,4865
MR_412023_1,[C:1]1([C:3]([H:14])([H:15])[H:16])([C:4]([H:17])([H:18])[H:19])[C:5](=[O:7])[N:8]1[H:10].[C:2]([O:6][H:9])([H:11])([H:12])[H:13]>>[C:1]([C:3]([H:14])([H:15])[H:16])([C:4]([H:17])([H:18])[H:19])(/[C:5]([O:7][H:9])=[N:8]/[H:10])[O:6][C:2]([H:11])([H:12])[H:13],5301,4866
MR_412046_2,[C:1]([C:3]([H:12])([H:13])[H:14])([N:5]([H:8])[H:9])([O:6][H:7])[O:20][C:18]([H:21])([H:22])[H:23].[C:2]([C:4]([H:15])([H:16])[H:17])([H:10])([H:11])[C:19]([H:24])([H:25])[H:26]>>[C:1]([C:3]([H:12])([H:13])[H:14])([N:5]([H:8])[H:9])=[O:6].[C:2]([C:4]([H:15])([H:16])[H:17])([H:10])([H:11])[C:19]([H:24])([H:25])[H:26].[H:7][O:20][C:18]([H:21])([H:22])[H:23],5302,4867
MR_412118_1,[C:1]([O:5][C:15]([C:13]([H:18])([H:19])[H:20])([C:14]([H:17])([H:21])[H:22])[O:16][H:11])([H:8])([H:9])[H:10].[C:2]([N:3]([H:6])[H:7])#[C:4][H:12]>>[C:13]([C:15]([C:14]([H:17])([H:21])[H:22])=[O:16])([H:18])([H:19])[H:20].[C:1]([O:5][C:2]([N:3]([H:6])[H:7])=[C:4]([H:11])[H:12])([H:8])([H:9])[H:10],5303,4868
MR_412191_1,[C:1]1([C:2]([H:11])([H:12])[H:13])([H:10])[N:3]([N:4]([N:7]=[C:6]([H:14])[H:15])[H:8])[N:5]1[H:9]>>[C-:1]([C:2]([H:11])([H:12])[H:13])([N:5](/[N:3]=[N+:4](\[N:7]=[C:6]([H:14])[H:15])[H:8])[H:9])[H:10],5304,4869
MR_412304_1,[C-:1]([C:3]([H:11])([H:12])[H:13])(/[O+:6]=[N:5]/[H:8])[O:7][C:2]([C:4]([H:14])([H:15])[H:16])([H:9])[H:10]>>[C:1]1([C:3]([H:11])([H:12])[H:13])([O:7][C:2]([C:4]([H:14])([H:15])[H:16])([H:9])[H:10])[N:5]([H:8])[O:6]1,5305,4870
MR_412313_1,[C:1]1([C:2]([N:4]([H:9])[H:10])([H:11])[H:12])([O:6][H:7])[N:3]([H:8])[O:5]1>>[C:1](\[C:2]([N:4]([H:9])[H:10])([H:11])[H:12])([N:3]([O-:5])[H:8])=[O+:6]/[H:7],5306,4871
MR_412412_0,[C:1]([N+:3]1([C:2]([H:11])([H:12])[H:13])/[C:4](=[N:6]/[H:8])[N-:5][O:7]1)([H:9])([H:10])[H:14]>>[C:1]([N:3]([C:2]([H:11])([H:12])[H:13])/[C:4]([N:5]=[O:7])=[N:6]/[H:8])([H:9])([H:10])[H:14],5307,4872
MR_412465_0,[C:1]([C@@:7]1([H:14])[N@@+:2]([N:5]([H:10])[H:11])([H:9])[C:3](=[C:8]([H:15])[H:16])[C-:4]1[N:6]([H:12])[H:13])([H:17])([H:18])[H:19]>>[C:1](/[C:7](=[C:4](\[C:3]([N:2]([N:5]([H:10])[H:11])[H:9])=[C:8]([H:15])[H:16])[N:6]([H:12])[H:13])[H:14])([H:17])([H:18])[H:19],5308,4873
MR_412476_1,[C:1](/[C:5](=[C:2](\[N:4]([H:9])[H:10])[O:6][N:3]([H:7])[H:8])[H:11])([H:12])([H:13])[H:14]>>[C:1]([C:5]1([H:11])[C:2]([N:3]([H:7])[H:8])([N:4]([H:9])[H:10])[O:6]1)([H:12])([H:13])[H:14],5309,4874
MR_412493_1,[C:1]1([O:7][H:9])([H:11])[C:4]([C:2]([N:6]([H:14])[H:15])([H:16])[H:17])([N:3]([N:5]([H:12])[H:13])[H:10])[O:8]1>>[C:1]([C:2]([N:6]([H:14])[H:15])([H:16])[H:17])([C:4]([N:3]([N:5]([H:12])[H:13])[H:10])=[O:8])([O:7][H:9])[H:11],5310,4875
MR_470845_2,[C:1]1([O:7][H:9])([H:11])[C:4]([C:2]([N:6]([H:14])[H:15])([H:16])[H:17])([N:3]([N:5]([H:12])[H:13])[H:10])[O:8]1>>[C:1]([C:2]([N:6]([H:14])[H:15])([H:16])[H:17])([C:4]([N:3]([N:5]([H:12])[H:13])[H:10])=[O:8])([O:7][H:9])[H:11],5311,4875
MR_412687_0,[C-:1]([C:3]([H:15])([H:16])[H:17])([C:4]([H:18])([H:19])[H:20])/[N+:5](=[C:2](\[C:8]#[N:10])[H:14])[H:12].[C:6]([O:7][H:11])(=[O:9])[H:13]>>[C:1]([C:3]([H:15])([H:16])[H:17])([C:4]([H:18])([H:19])[H:20])([N:5]([C:2]([C:8]#[N:10])([H:13])[H:14])[H:12])[C:6]([O:7][H:11])=[O:9],5312,4876
MR_412744_1,[C:1]([C:5]([N:2]=[C:4]=[N:8][H:13])=[C:7]([H:17])[H:18])([H:14])([H:15])[H:16].[N:3]([N:6]([H:11])[H:12])([H:9])[H:10]>>[C:1]([C:5]([N:2](/[C:4]([N:3]([N:6]([H:11])[H:12])[H:10])=[N:8]/[H:13])[H:9])=[C:7]([H:17])[H:18])([H:14])([H:15])[H:16],5313,4877
MR_412830_1,[C-:1](/[N+:5](=[N:4]/[O:6][C:2]([H:12])([H:13])[H:14])[H:9])([H:10])[H:11].[C:3]([O:7][H:8])([H:15])([H:16])[H:17]>>[C:1]([N:5]([N:4]([O:6][C:2]([H:12])([H:13])[H:14])[H:8])[H:9])([O:7][C:3]([H:15])([H:16])[H:17])([H:10])[H:11],5314,4878
MR_412844_1,[C-:1]([N:6](/[N+:3](=[O+:5]\[H:7])[H:8])[C-:4]([C:2]([H:12])([H:13])[H:14])[H:11])([H:9])[H:10]>>[C:1]([N:3]([O:5][H:7])[H:8])(/[N:6]=[C:4](/[C:2]([H:12])([H:13])[H:14])[H:11])([H:9])[H:10],5315,4879
